VENDOR INVOICE REGISTER — 500 Invoices WITH Embedded Anomalies,,,,,,,,,,,,,,,,,,,
Find: 38 Duplicates | 52 Rate Mismatches | 24 Ghost Invoices | 41 3-Way Match Failures,,,,,,,,,,,,,,,,,,,
Invoice No,Invoice Date,Receipt Date,Vendor ID,Vendor Name,PO Reference,GRN Reference,Item Description,Qty Billed,Rate Billed (Rs.),Basic Amt (Rs.),GST %,GST Amt (Rs.),Total Invoice (Rs.),Payment Terms,Due Date,Payment Status,Submitted Via,Processed By,Notes
INV/V009/65148,03-11-2023,05-11-2023,V009,Kumar Trading,PO/FY24/0049,GRN/FY24/0039,Safety Gloves,185,118.50,"21,922.50",5,"1,096.12","23,018.62",45,18-12-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.95 | Invoice rate Rs.118.5 | Overcharge: 24.7%
INV/V010/64032,03/29/2024,31-03-2024,V010,Verma Auto Parts,PO/FY24/0050,GRN/FY24/0040,Welding Rods,782,226.28,"176,950.96",18,"31,851.17","208,802.13",45,13/05/2024,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.210 | Invoice rate Rs.226.28 | Overcharge: 7.8%
INV/V001/64605,17/06/2023,19-06-2023,V001,Sharma Enterprises,PO/FY24/0051,GRN/FY24/0041,Steel Sheets 2mm,226,229.31,"51,824.06",18,"9,328.33","61,152.39",45,08/01/2023,Pending,Portal,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.180 | Invoice rate Rs.229.31 | Overcharge: 27.4%
INV/V002/67202,04/09/2024,11-04-2024,V002,Rajput Steel Works,PO/FY24/0052,GRN/FY24/0042,Aluminium Rods,129,352.71,"45,499.59",18,"8,189.93","53,689.52",45,24-05-2024,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.280 | Invoice rate Rs.352.71 | Overcharge: 26.0%
INV/V003/68020,12/06/2023,06/14/2023,V003,Gupta Packaging,PO/FY24/0053,GRN/FY24/0043,Rubber Gaskets,306,65.32,"19,987.92",18,"3,597.83","23,585.75",45,27-07-2023,Pending,Portal,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.52 | Invoice rate Rs.65.32 | Overcharge: 25.6%
INV/V004/69422,01/09/2024,11-01-2024,V004,Singh Logistics,PO/FY24/0054,GRN/FY24/0044,Cutting Tools Set,497,"1,700.45","845,123.65",18,"152,122.26","997,245.91",45,23-02-2024,Pending,Portal,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.1450 | Invoice rate Rs.1700.45 | Overcharge: 17.3%
INV/V005/64735,01-01-2024,03-01-2024,V005,Mehta Industries,PO/FY24/0055,GRN/FY24/0045,Lubricating Oil,311,586.09,"182,273.99",18,"32,809.32","215,083.31",45,15-02-2024,Pending,Courier,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.490 | Invoice rate Rs.586.09 | Overcharge: 19.6%
INV/V006/66953,09-05-2023,11-05-2023,V006,Joshi Components,PO/FY24/0056,GRN/FY24/0046,Corrugated Boxes,763,24.26,"18,510.38",12,"2,221.25","20,731.63",45,23-06-2023,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.22 | Invoice rate Rs.24.26 | Overcharge: 10.3%
INV/V007/67090,21-10-2023,23-10-2023,V007,Agarwal Metals,PO/FY24/0057,GRN/FY24/0047,Ball Bearings,672,282.96,"190,149.12",18,"34,226.84","224,375.96",45,05-12-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.260 | Invoice rate Rs.282.96 | Overcharge: 8.8%
INV/V008/63858,23/01/2024,25-01-2024,V008,Patel Suppliers,PO/FY24/0058,GRN/FY24/0048,Hydraulic Hoses,207,840.91,"174,068.37",18,"31,332.31","205,400.68",45,08-03-2024,Pending,Courier,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.720 | Invoice rate Rs.840.91 | Overcharge: 16.8%
INV/V009/67906,28-01-2024,01/30/2024,V009,Kumar Trading,PO/FY24/0059,GRN/FY24/0049,Safety Gloves,710,116.44,"82,672.40",5,"4,133.62","86,806.02",45,13-03-2024,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.95 | Invoice rate Rs.116.44 | Overcharge: 22.6%
INV/V010/69072,17-02-2024,19-02-2024,V010,Verma Auto Parts,PO/FY24/0060,GRN/FY24/0050,Welding Rods,483,225.14,"108,742.62",18,"19,573.67","128,316.29",45,02-04-2024,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.210 | Invoice rate Rs.225.14 | Overcharge: 7.2%
INV/V001/67621,20-08-2023,08/22/2023,V001,Sharma Enterprises,PO/FY24/0061,GRN/FY24/0051,Steel Sheets 2mm,329,208.96,"68,747.84",18,"12,374.61","81,122.45",45,04-10-2023,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.180 | Invoice rate Rs.208.96 | Overcharge: 16.1%
INV/V002/69285,19-06-2023,21-06-2023,V002,Rajput Steel Works,PO/FY24/0062,GRN/FY24/0052,Aluminium Rods,686,301.22,"206,636.92",18,"37,194.65","243,831.57",45,03-08-2023,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.280 | Invoice rate Rs.301.22 | Overcharge: 7.6%
INV/V001/76881,26-07-2023,27-07-2023,V001,Sharma Enterprises,,,Steel Sheets 2mm,226,180.00,"40,680.00",18,"7,322.40","48,002.40",30,25-08-2023,Pending,WhatsApp,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V002/74906,24-03-2024,25-03-2024,V002,Rajput Steel Works,,,Aluminium Rods,121,280.00,"33,880.00",18,"6,098.40","39,978.40",30,23-04-2024,Pending,WhatsApp,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V003/72777,10/18/2023,19/10/2023,V003,Gupta Packaging,,,Rubber Gaskets,282,52.00,"14,664.00",18,"2,639.52","17,303.52",30,17-11-2023,Pending,Portal,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V004/71197,06-01-2024,07-01-2024,V004,Singh Logistics,,,Cutting Tools Set,314,"1,450.00","455,300.00",18,"81,954.00","537,254.00",30,05-02-2024,Pending,Email,AP Clerk - Sunita,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V005/71174,29-05-2023,30-05-2023,V005,Mehta Industries,,,Lubricating Oil,381,490.00,"186,690.00",18,"33,604.20","220,294.20",30,28/06/2023,Pending,Courier,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V006/75917,03-02-2024,04-02-2024,V006,Joshi Components,,,Corrugated Boxes,255,22.00,"5,610.00",12,673.20,"6,283.20",30,03/04/2024,Pending,WhatsApp,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V001/71711,18-09-2023,19-09-2023,V001,Sharma Enterprises,,,Ball Bearings,55,260.00,"14,300.00",18,"2,574.00","16,874.00",30,18-10-2023,Pending,Courier,AP Clerk - Sunita,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V002/78035,02/23/2024,02/24/2024,V002,Rajput Steel Works,,,Hydraulic Hoses,58,720.00,"41,760.00",18,"7,516.80","49,276.80",30,24/03/2024,Pending,Email,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V003/70742,05/12/2023,06/12/2023,V003,Gupta Packaging,,,Safety Gloves,300,95.00,"28,500.00",5,"1,425.00","29,925.00",30,04-01-2024,Pending,Courier,AP Clerk - Sunita,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V004/71078,12-07-2023,13/07/2023,V004,Singh Logistics,,,Welding Rods,99,210.00,"20,790.00",18,"3,742.20","24,532.20",30,11-08-2023,Pending,Email,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V005/70998,01/17/2024,18-01-2024,V005,Mehta Industries,,,Steel Sheets 2mm,177,180.00,"31,860.00",18,"5,734.80","37,594.80",30,16/02/2024,Pending,Email,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V006/71185,06/05/2023,07-05-2023,V006,Joshi Components,,,Aluminium Rods,362,280.00,"101,360.00",18,"18,244.80","119,604.80",30,05-06-2023,Pending,Portal,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V001/78512,12-04-2023,13/04/2023,V001,Sharma Enterprises,,,Rubber Gaskets,382,52.00,"19,864.00",18,"3,575.52","23,439.52",30,12-05-2023,Pending,Email,AP Clerk - Sunita,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V002/73602,06/03/2024,07-03-2024,V002,Rajput Steel Works,,,Cutting Tools Set,296,"1,450.00","429,200.00",18,"77,256.00","506,456.00",30,05/04/2024,Pending,Courier,AP Clerk - Sunita,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V003/75012,10-12-2023,11-12-2023,V003,Gupta Packaging,,,Lubricating Oil,180,490.00,"88,200.00",18,"15,876.00","104,076.00",30,09-01-2024,Pending,Email,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V004/78817,19-10-2023,20-10-2023,V004,Singh Logistics,,,Corrugated Boxes,207,22.00,"4,554.00",12,546.48,"5,100.48",30,18-11-2023,Pending,Email,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V005/77029,06-10-2023,07-10-2023,V005,Mehta Industries,,,Ball Bearings,241,260.00,"62,660.00",18,"11,278.80","73,938.80",30,05-11-2023,Pending,Email,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V006/74587,17/04/2024,18-04-2024,V006,Joshi Components,,,Hydraulic Hoses,220,720.00,"158,400.00",18,"28,512.00","186,912.00",30,17-05-2024,Pending,Email,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V001/78988,30-05-2023,31/05/2023,V001,Sharma Enterprises,,,Safety Gloves,269,95.00,"25,555.00",5,"1,277.75","26,832.75",30,29-06-2023,Pending,Email,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V002/75781,01-11-2023,02-11-2023,V002,Rajput Steel Works,,,Welding Rods,275,210.00,"57,750.00",18,"10,395.00","68,145.00",30,01/12/2023,Pending,Courier,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V003/72497,05/02/2023,05/03/2023,V003,Gupta Packaging,,,Steel Sheets 2mm,346,180.00,"62,280.00",18,"11,210.40","73,490.40",30,06/01/2023,Pending,Email,AP Clerk - Mohan,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V004/73249,16-04-2023,17-04-2023,V004,Singh Logistics,,,Aluminium Rods,173,280.00,"48,440.00",18,"8,719.20","57,159.20",30,05/16/2023,Pending,Email,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V005/71640,06/01/2023,06/02/2023,V005,Mehta Industries,,,Rubber Gaskets,139,52.00,"7,228.00",18,"1,301.04","8,529.04",30,01-07-2023,Pending,Email,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V006/72170,04/13/2023,14/04/2023,V006,Joshi Components,,,Cutting Tools Set,338,"1,450.00","490,100.00",18,"88,218.00","578,318.00",30,05/13/2023,Pending,Courier,AP Clerk - Ramesh,GHOST INVOICE: No PO found in system. No GRN. Vendor submitted without authorization.
INV/V006/81491,22-08-2023,24-08-2023,V006,Joshi Components,PO/FY24/0006,GRN/FY24/0001,Corrugated Boxes,467,22.00,"10,274.00",12,"1,232.88","11,506.88",30,21-09-2023,Pending,WhatsApp,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (467) > PO qty (416). Excess: 51 units @ Rs.22 = Rs.1122
INV/V007/81667,21-06-2023,06/23/2023,V007,Agarwal Metals,PO/FY24/0007,GRN/FY24/0002,Ball Bearings,690,260.00,"179,400.00",18,"32,292.00","211,692.00",30,21/07/2023,Pending,Email,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (690) > PO qty (565). Excess: 125 units @ Rs.260 = Rs.32500
INV/V008/81150,25/08/2023,27/08/2023,V008,Patel Suppliers,PO/FY24/0008,GRN/FY24/0003,Hydraulic Hoses,761,720.00,"547,920.00",18,"98,625.60","646,545.60",30,24-09-2023,Pending,Courier,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (761) > PO qty (697). Excess: 64 units @ Rs.720 = Rs.46080
INV/V009/89249,18-06-2023,19-06-2023,V009,Kumar Trading,PO/FY24/0009,,Safety Gloves,705,95.00,"66,975.00",5,"3,348.75","70,323.75",30,18/07/2023,Pending,Email,AP Clerk - Ramesh,3WAY MATCH FAIL: Invoice date 18-06-2023 BEFORE GRN date 29-06-2023. Vendor billed before delivery.
INV/V010/86094,23/10/2023,25-10-2023,V010,Verma Auto Parts,PO/FY24/0010,GRN/FY24/0005,Welding Rods,118,210.00,"24,780.00",18,"4,460.40","29,240.40",30,22-11-2023,Pending,Email,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (118) > PO qty (107). Excess: 11 units @ Rs.210 = Rs.2310
INV/V001/86565,10/12/2023,14/10/2023,V001,Sharma Enterprises,PO/FY24/0011,GRN/FY24/0006,Steel Sheets 2mm,173,180.00,"31,140.00",18,"5,605.20","36,745.20",30,11-11-2023,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Qty billed (173) > PO qty (148). Excess: 25 units @ Rs.180 = Rs.4500
INV/V002/85093,01-12-2023,03/12/2023,V002,Rajput Steel Works,PO/FY24/0012,GRN/FY24/0007,Aluminium Rods,456,280.00,"127,680.00",18,"22,982.40","150,662.40",30,31-12-2023,Pending,WhatsApp,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (456) > PO qty (376). Excess: 80 units @ Rs.280 = Rs.22400
INV/V003/80984,09-09-2023,11-09-2023,V003,Gupta Packaging,PO/FY24/0013,GRN/FY24/0008,Rubber Gaskets,695,52.00,"36,140.00",18,"6,505.20","42,645.20",30,09-10-2023,Pending,Portal,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (695) > PO qty (563). Excess: 132 units @ Rs.52 = Rs.6864
INV/V004/82143,05/07/2023,06-07-2023,V004,Singh Logistics,PO/FY24/0014,,Cutting Tools Set,445,"1,450.00","645,250.00",18,"116,145.00","761,395.00",30,04-08-2023,Pending,Courier,AP Clerk - Sunita,3WAY MATCH FAIL: Invoice date 05-07-2023 BEFORE GRN date 10-07-2023. Vendor billed before delivery.
INV/V005/82742,21-11-2023,23-11-2023,V005,Mehta Industries,PO/FY24/0015,GRN/FY24/0010,Lubricating Oil,576,490.00,"282,240.00",18,"50,803.20","333,043.20",30,21-12-2023,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Qty billed (576) > PO qty (504). Excess: 72 units @ Rs.490 = Rs.35280
INV/V006/86931,29-04-2023,30/04/2023,V006,Joshi Components,PO/FY24/0016,,Corrugated Boxes,371,22.00,"8,162.00",12,979.44,"9,141.44",30,29/05/2023,Pending,Courier,AP Clerk - Ramesh,3WAY MATCH FAIL: Invoice date 29-04-2023 BEFORE GRN date 02-05-2023. Vendor billed before delivery.
INV/V007/81291,14-10-2023,16-10-2023,V007,Agarwal Metals,PO/FY24/0017,GRN/FY24/0012,Ball Bearings,539,260.00,"140,140.00",18,"25,225.20","165,365.20",30,11/13/2023,Pending,Courier,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (539) > PO qty (498). Excess: 41 units @ Rs.260 = Rs.10660
INV/V008/83146,20-12-2023,21-12-2023,V008,Patel Suppliers,PO/FY24/0018,,Hydraulic Hoses,596,720.00,"429,120.00",18,"77,241.60","506,361.60",30,19-01-2024,Pending,Courier,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 20-12-2023 BEFORE GRN date 29-12-2023. Vendor billed before delivery.
INV/V009/80905,31-07-2023,01-08-2023,V009,Kumar Trading,PO/FY24/0019,,Safety Gloves,213,95.00,"20,235.00",5,"1,011.75","21,246.75",30,30-08-2023,Pending,Courier,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 31-07-2023 BEFORE GRN date 10-08-2023. Vendor billed before delivery.
INV/V010/86051,19-10-2023,20-10-2023,V010,Verma Auto Parts,PO/FY24/0020,,Welding Rods,438,210.00,"91,980.00",18,"16,556.40","108,536.40",30,11/18/2023,Pending,WhatsApp,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 19-10-2023 BEFORE GRN date 28-10-2023. Vendor billed before delivery.
INV/V001/86243,28-01-2024,30/01/2024,V001,Sharma Enterprises,PO/FY24/0021,GRN/FY24/0016,Steel Sheets 2mm,858,180.00,"154,440.00",18,"27,799.20","182,239.20",30,27-02-2024,Pending,WhatsApp,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (858) > PO qty (730). Excess: 128 units @ Rs.180 = Rs.23040
INV/V002/81245,04/10/2024,12-04-2024,V002,Rajput Steel Works,PO/FY24/0022,GRN/FY24/0017,Aluminium Rods,517,280.00,"144,760.00",18,"26,056.80","170,816.80",30,05/10/2024,Pending,Email,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (517) > PO qty (468). Excess: 49 units @ Rs.280 = Rs.13720
INV/V003/88830,27-11-2023,29-11-2023,V003,Gupta Packaging,PO/FY24/0023,GRN/FY24/0018,Rubber Gaskets,261,52.00,"13,572.00",18,"2,442.96","16,014.96",30,12/27/2023,Pending,Email,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (261) > PO qty (221). Excess: 40 units @ Rs.52 = Rs.2080
INV/V004/89104,29-12-2023,31-12-2023,V004,Singh Logistics,PO/FY24/0024,GRN/FY24/0019,Cutting Tools Set,770,"1,450.00","1,116,500.00",18,"200,970.00","1,317,470.00",30,28-01-2024,Pending,Portal,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (770) > PO qty (623). Excess: 147 units @ Rs.1450 = Rs.213150
INV/V005/82665,17-04-2024,04/18/2024,V005,Mehta Industries,PO/FY24/0025,,Lubricating Oil,71,490.00,"34,790.00",18,"6,262.20","41,052.20",30,17-05-2024,Pending,Portal,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 17-04-2024 BEFORE GRN date 25-04-2024. Vendor billed before delivery.
INV/V006/84921,14/01/2024,01/15/2024,V006,Joshi Components,PO/FY24/0026,,Corrugated Boxes,691,22.00,"15,202.00",12,"1,824.24","17,026.24",30,13-02-2024,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 14-01-2024 BEFORE GRN date 20-01-2024. Vendor billed before delivery.
INV/V007/83621,09/12/2023,10/12/2023,V007,Agarwal Metals,PO/FY24/0027,,Ball Bearings,226,260.00,"58,760.00",18,"10,576.80","69,336.80",30,08-01-2024,Pending,WhatsApp,AP Clerk - Ramesh,3WAY MATCH FAIL: Invoice date 09-12-2023 BEFORE GRN date 14-12-2023. Vendor billed before delivery.
INV/V008/80610,08/05/2023,09-05-2023,V008,Patel Suppliers,PO/FY24/0028,,Hydraulic Hoses,448,720.00,"322,560.00",18,"58,060.80","380,620.80",30,07-06-2023,Pending,Courier,AP Clerk - Ramesh,3WAY MATCH FAIL: Invoice date 08-05-2023 BEFORE GRN date 19-05-2023. Vendor billed before delivery.
INV/V009/84432,02-10-2023,04-10-2023,V009,Kumar Trading,PO/FY24/0029,GRN/FY24/0024,Safety Gloves,487,95.00,"46,265.00",5,"2,313.25","48,578.25",30,01-11-2023,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Qty billed (487) > PO qty (441). Excess: 46 units @ Rs.95 = Rs.4370
INV/V010/87303,23-05-2023,25/05/2023,V010,Verma Auto Parts,PO/FY24/0030,GRN/FY24/0025,Welding Rods,865,210.00,"181,650.00",18,"32,697.00","214,347.00",30,22-06-2023,Pending,Portal,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (865) > PO qty (730). Excess: 135 units @ Rs.210 = Rs.28350
INV/V001/86109,09/02/2024,02/11/2024,V001,Sharma Enterprises,PO/FY24/0031,GRN/FY24/0026,Steel Sheets 2mm,141,180.00,"25,380.00",18,"4,568.40","29,948.40",30,10-03-2024,Pending,WhatsApp,AP Clerk - Mohan,3WAY MATCH FAIL: Qty billed (141) > PO qty (123). Excess: 18 units @ Rs.180 = Rs.3240
INV/V002/86365,04/02/2024,04-04-2024,V002,Rajput Steel Works,PO/FY24/0032,GRN/FY24/0027,Aluminium Rods,559,280.00,"156,520.00",18,"28,173.60","184,693.60",30,02-05-2024,Pending,WhatsApp,AP Clerk - Mohan,3WAY MATCH FAIL: Qty billed (559) > PO qty (473). Excess: 86 units @ Rs.280 = Rs.24080
INV/V003/88457,25-08-2023,08/26/2023,V003,Gupta Packaging,PO/FY24/0033,,Rubber Gaskets,618,52.00,"32,136.00",18,"5,784.48","37,920.48",30,24-09-2023,Pending,Portal,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 25-08-2023 BEFORE GRN date 06-09-2023. Vendor billed before delivery.
INV/V004/86402,30-06-2023,02-07-2023,V004,Singh Logistics,PO/FY24/0034,GRN/FY24/0029,Cutting Tools Set,655,"1,450.00","949,750.00",18,"170,955.00","1,120,705.00",30,30-07-2023,Pending,WhatsApp,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (655) > PO qty (546). Excess: 109 units @ Rs.1450 = Rs.158050
INV/V005/82137,10/02/2023,03/10/2023,V005,Mehta Industries,PO/FY24/0035,,Lubricating Oil,768,490.00,"376,320.00",18,"67,737.60","444,057.60",30,01-11-2023,Pending,Courier,AP Clerk - Ramesh,3WAY MATCH FAIL: Invoice date 02-10-2023 BEFORE GRN date 09-10-2023. Vendor billed before delivery.
INV/V006/87184,03/27/2024,29-03-2024,V006,Joshi Components,PO/FY24/0036,GRN/FY24/0031,Corrugated Boxes,229,22.00,"5,038.00",12,604.56,"5,642.56",30,26-04-2024,Pending,Portal,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (229) > PO qty (203). Excess: 26 units @ Rs.22 = Rs.572
INV/V007/89110,20-07-2023,22-07-2023,V007,Agarwal Metals,PO/FY24/0037,GRN/FY24/0032,Ball Bearings,347,260.00,"90,220.00",18,"16,239.60","106,459.60",30,19-08-2023,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Qty billed (347) > PO qty (287). Excess: 60 units @ Rs.260 = Rs.15600
INV/V008/87333,01/06/2023,03-06-2023,V008,Patel Suppliers,PO/FY24/0038,GRN/FY24/0033,Hydraulic Hoses,538,720.00,"387,360.00",18,"69,724.80","457,084.80",30,01-07-2023,Pending,Courier,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (538) > PO qty (496). Excess: 42 units @ Rs.720 = Rs.30240
INV/V009/88919,02/11/2024,12-02-2024,V009,Kumar Trading,PO/FY24/0039,,Safety Gloves,286,95.00,"27,170.00",5,"1,358.50","28,528.50",30,12-03-2024,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 11-02-2024 BEFORE GRN date 20-02-2024. Vendor billed before delivery.
INV/V010/82298,07-08-2023,09-08-2023,V010,Verma Auto Parts,PO/FY24/0040,GRN/FY24/0035,Welding Rods,728,210.00,"152,880.00",18,"27,518.40","180,398.40",30,06-09-2023,Pending,Email,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (728) > PO qty (666). Excess: 62 units @ Rs.210 = Rs.13020
INV/V001/87660,14-08-2023,15-08-2023,V001,Sharma Enterprises,PO/FY24/0041,,Steel Sheets 2mm,370,180.00,"66,600.00",18,"11,988.00","78,588.00",30,09/13/2023,Pending,Email,AP Clerk - Sunita,3WAY MATCH FAIL: Invoice date 14-08-2023 BEFORE GRN date 24-08-2023. Vendor billed before delivery.
INV/V002/85955,06-01-2024,07/01/2024,V002,Rajput Steel Works,PO/FY24/0042,,Aluminium Rods,619,280.00,"173,320.00",18,"31,197.60","204,517.60",30,05-02-2024,Pending,Courier,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 06-01-2024 BEFORE GRN date 13-01-2024. Vendor billed before delivery.
INV/V003/82515,06-11-2023,11/08/2023,V003,Gupta Packaging,PO/FY24/0043,GRN/FY24/0038,Rubber Gaskets,427,52.00,"22,204.00",18,"3,996.72","26,200.72",30,06-12-2023,Pending,Email,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (427) > PO qty (374). Excess: 53 units @ Rs.52 = Rs.2756
INV/V004/83557,30-11-2023,02-12-2023,V004,Singh Logistics,PO/FY24/0044,GRN/FY24/0039,Cutting Tools Set,743,"1,450.00","1,077,350.00",18,"193,923.00","1,271,273.00",30,30-12-2023,Pending,WhatsApp,AP Clerk - Sunita,3WAY MATCH FAIL: Qty billed (743) > PO qty (611). Excess: 132 units @ Rs.1450 = Rs.191400
INV/V005/86746,10-11-2023,11-11-2023,V005,Mehta Industries,PO/FY24/0045,,Lubricating Oil,782,490.00,"383,180.00",18,"68,972.40","452,152.40",30,12/10/2023,Pending,Email,AP Clerk - Mohan,3WAY MATCH FAIL: Invoice date 10-11-2023 BEFORE GRN date 17-11-2023. Vendor billed before delivery.
INV/V006/89525,18/04/2024,20-04-2024,V006,Joshi Components,PO/FY24/0046,GRN/FY24/0041,Corrugated Boxes,165,22.00,"3,630.00",12,435.60,"4,065.60",30,18-05-2024,Pending,Email,AP Clerk - Ramesh,3WAY MATCH FAIL: Qty billed (165) > PO qty (146). Excess: 19 units @ Rs.22 = Rs.418
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DATASET SUMMARY: Total Invoices: 500 | Normal: 345 | Duplicate: 19 | Rate Mismatch: 52 | Ghost: 24 | 3-Way Match Fail: 41,,,,,,,,,,,,,,,,,,,
